Name of the table	ORPHA number	Disease label	Source	Reference
PatRef	414	Hyperornithinemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ornithine-oxo-acid+transaminase/df%5Bmajr%5D
PatRef	2170	Methylcobalamin deficiency, cbl G type	PubMed	neant
PatRef	2157	Histidinemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Histidinemia%5Bti%5D+OR+Histidine+Ammonia+Lyase+deficiency%29+humans
PatRef	2195	Dicarboxylicaminoaciduria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=dicarboxylic+aminoaciduria
PatRef	2168	Homocarnosinosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Homocarnosinosis
PatRef	332	Congenital intrinsic factor deficiency	PubMed	neant
PatRef	941	D-glycericacidemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=D-glyceric-acidemia+OR+D-glyceric-acidaemia+OR+%28Hyperglycericacidaemia+hyperglycinaemia%29+OR+D-glycerate+kinase+deficiency
PatRef	19	2-hydroxyglutaricaciduria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=alpha-hydroxyglutarate%5Bnm%5D+AND+aciduria%5Btw%5D
PatRef	2857	Renal magnesium wasting	PubMed	neant
PatRef	212	Cystathioninuria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Cystathioninuria%5Bti%5D+OR+((Cystathionine%2Furine+OR+Cystathionine+gamma-Lyase)+Amino+Acid+Metabolism,+Inborn+Errors)
PatRef	470	Lysinuric protein intolerance	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=lysine%5Bmajr%5D+AND+%22lysinuric+protein+intolerance%22%5Btw%5D
PatRef	1032	Hyperdibasic aminoaciduria type 1	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Hyperdibasicaminoaciduria
PatRef	622	Homocystinuria without methylmalonic aciduria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=5-methyltetrahydrofolate-homocysteine+s-methyltransferase/df%5Bmajr%5D
PatRef	927	Hyperammonemia due to N-acetylglutamate synthetase deficiency	PubMed	neant
PatRef	24	Fumaric aciduria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=fumarate+hydratase/df%5Bmajr%5D
PatRef	1044	Anemia due to adenosine triphosphatase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Adenosine-triphosphatase+deficiency%5Btw%5D+AND+%28anaemia+OR+anemia%29
PatRef	851	Paris-Trousseau thrombocytopenia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=thrombocytopenia%5Bmh%5D+AND+paris-trousseau%5Btw%5D
PatRef	849	Glanzmann thrombasthenia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Glanzmann+thrombasthenia
PatRef	745	Hereditary thrombophilia due to congenital protein C deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=protein+c+deficiency%5Bmajr%5D
PatRef	145	Hereditary breast and ovarian cancer syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=breast+neoplasm%5Bmajr:noexp%5D+AND+%28familial%5Btw%5D+OR+congenital%5Btw%5D+OR+hereditary+diseases%5Bmh%5D%29
PatRef	538	Lymphangioleiomyomatosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Lymphangioleiomyomatosis%5Bti%5D+OR+Lymphangioleiomyomatosis%5Bmh%5D
PatRef	2965	Prolactinoma	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=prolactinoma%5Bmh%5D+OR+prolactinoma*%5Bti%5D+NOT+animals
PatRef	2942	Post-poliomyelitic syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Post+poliomyelit*%5Bti%5D+syndrome+OR+Postpoliomyelitis+Syndrome
PatRef	1578	Dehydratase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=pterin-4a-carbinolamine+dehydratase%5Ball%5D+AND+%28deficiency%5Bsh%5D+OR+deficiency%5Btw%5D%29+OR+primapterinuria%5Btw%5D
PatRef	556	Malakoplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=malacoplakia%5Bmajr%5D
PatRef	2778	Juvenile chronic recurrent multifocal osteomyelitis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=chronic%5Bti%5D+recurren*%5Bti%5D+osteomyelitis+OR+(chronic+recurrent+multifocal+osteomyelitis%5Btw%5D)
PatRef	2700	Noma	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Noma%5Bti%5D+OR+noma%5Bmajr%5D
PatRef	1451	CINCA syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=((cinca+OR+nomid+OR+IOMID)+syndrome)+OR+((neonatal+OR+infantile)+onset+multisystem+inflammatory+disease%5Btw%5D)
PatRef	2584	Classical mycosis fungoides	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Mycosis+fungoides%5Bti%5D+OR+Mycosis+fungoides%5Bmh%5D
PatRef	3162	Sezary's syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=sezary+syndrome%5Bti%5D+OR+sezary+syndrome%5Bmajr%5D+OR+Sezary%27s+syndrome%5Bti%5D
PatRef	292	Congenital enterovirus infection	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28enterovirus+infections%5Bmajr%5D+OR+enterovirus%5Bmajr%5D%29+AND+%28fetal+diseases%5Bmajr%5D+OR+fetus%5Bmajr%5D%29
PatRef	767	Polyarteritis nodosa	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22polyarteritis+nodosa%22%5BMajr%5D+OR+Polyarteritis+nodosa%5Bti%5D
PatRef	179	Chorioretinopathy, Birdshot type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22chorioretinitis%22%5BMeSH+Terms%5D+OR+Chorioretinitis%5BText+Word%5D%29+AND+birdshot%5BAll+Fields%5D
PatRef	340	Hemorrhagic fever - renal syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=%22hemorrhagic+fever+with+renal+syndrome%22+OR+hemorrhagic+fever+with+renal+syndrome%5Bmajr%5D
PatRef	341	Viral hemorrhagic fever	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&details_term=Hemorrhagic+Fevers%2C+Viral
PatRef	344	Arbovirus fever	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&details_term=%28Arbovirus+Infections+OR+arbovirus+fever*%5Bti%5D%29+NOT+Tick-Borne+Diseases
PatRef	566	Congenital microcoria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=iris/ab%5Bmajr%5D+AND+%28microcoria%5Btw%5D+OR+miosis%5Btw%5D%29+AND+congenital%5Btw%5D
PatRef	2086	Optic pathway glioma	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=optic+nerve+glioma%5Bmh%5D+OR+%28%28optic+nerve+glioma*%5Btw%5D+OR+optic+glioma*%5Btw%5D%29+NOT+medline%5Bsb%5D%29
PatRef	3260	Idiopathic hypereosinophilic syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hypereosinophilic+syndrome%5Bmh%3Anoexp%5D+OR+hypereosinophilic+syndrome%5Bti%5D
PatRef	982	Pulmonary valve agenesis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=absent+pulmonary+valve%5Bti%5D+OR+absence%5Bti%5D+pulmonary+valve%5Ball%5D
PatRef	1132	Aortic arch defects	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Aortic+arch*%5Bti%5D+%28defect*%5Bti%5D+OR+abnormal*%5Bti%5D+OR+double%5Bti%5D+OR+right%5Bti%5D+OR+left%5Bti%5D+OR+cervical%5Bti%5D%29
PatRef	1138	Abnormal origin of the pulmonary artery	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=pulmonary+arter*%5Bti%5D+Pulmonary+artery%2Fab+(anomal*%5Bti%5D+OR+abnormal*%5Bti%5D)+origin%5Bti%5D+NOT+Coronary+Vessel+Anomalies
PatRef	1207	Pulmonary atresia with ventricular septal defect	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Pulmonary+atresia%5Bmh%5D+OR+Pulmonary+atresia%5Bti%5D)+(heart+septal+defects,+ventricular%5Bmh%5D+OR+ventricular+septal+defect*%5Bti%5D)
PatRef	1456	Atypical coarctation of aorta	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28aortic+coarctation%5Bti%5D+OR+aortic+coarctation%5Bmh%5D%29+atypic*
PatRef	1457	Aorta coarctation	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=aortic+coarctation%5Bti%5D+OR+aortic+coarctation%5Bmh%5D+OR+Aorta+coarctation%5Bti%5D+OR+coarctation+of+the+aorta%5Bti%5D
PatRef	1463	Triatrial heart	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Triatrial+heart+OR+Cor+triatriatum
PatRef	1864	Congenital valvular dysplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=(valvular+heart%5Bti%5D+OR+%22tricuspid+valve+dysplasia%22+OR+%22mitral+valve+dysplasia%22+OR+%22valvular+dysplasia%22+OR+%22myxomatous+like%22)+congenital
PatRef	2041	Coronary arterial fistulas	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Coronary%5Bti%5D+fistula*%5Bti%5D
PatRef	422	Idiopathic and/or familial pulmonary arterial hypertension	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hypertension,pulmonary%5Bmajr%5D+AND+primary+pulmonary+hypertension%5Btw%5D
PatRef	439	Right ventricular hypoplasia	PubMed	neant
PatRef	2299	Aortic arch interruption	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Aortic+arch+interruption%5Btw%5D+OR+interrupted+aortic+arch%5Btw%5D
PatRef	3426	Double outlet right ventricle	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Double+outlet+right+ventricle%5Bti%5D+OR+Taussig-Bing+Anomaly
PatRef	3427	Double outlet left ventricle	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Double+outlet+left+ventricle%5Btw%5D
PatRef	3091	Congenital abnormal systemic venous return	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=venae+cavae%2Fab+congenital
PatRef	3093	Congenital aortic valve stenosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Aortic+valve+stenosis%5Bti%5D+congenital*+OR+Aortic+valve+stenosis%2Fcn%5Bmh%5D)+NOT+(bicuspid+OR+williams%5Btw%5D)+
PatRef	3188	Congenital pulmonary veins stenosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=pulmonary+vein+stenosis%5Bti%5D+OR+pulmonary+venous+stenosis%5Bti%5D
PatRef	3189	Congenital pulmonary valve stenosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28Pulmonary+valve+stenosis%5Bti%5D+OR+Pulmonic+stenosis%5Bti%5D+OR+%28valve%5Bti%5D+Pulmonary+valve+stenosis%5Bmh%3Anoexp%5D%29%29+humans
PatRef	185	Scimitar syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=scimitar+syndrome%5Bmajr%5D
PatRef	860	Congenitally uncorrected transposition of the great arteries	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Transposition+of+the+Great+Arteries
PatRef	3400	Aorto-ventricular tunnel	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=ventricular+tunnel%5Bti%5D
PatRef	1464	Univentricular heart	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Univentricular%5Btw%5D+(heart+defects,+congenital+OR+heart+ventricles%2Fab)
PatRef	3261	Autoimmune lymphoproliferative syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Autoimmune+lymphoproliferative%5Bti%5D
PatRef	1572	Common variable immunodeficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%22common+variable+immunodeficiency%22%5BTIAB%5D+NOT+Medline%5BSB%5D%29+OR+%22common+variable+immunodeficiency%22%5BMeSH+Terms%5D
PatRef	747	Pulmonary alveolar proteinosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Pulmonary+alveolar+proteinosis%5Bti%5D+OR+Pulmonary+alveolar+proteinosis%5Bmh%5D
PatRef	782	Rieger syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=eye+diseases%5Bmajr%5D+AND+rieger%5Btw%5D+NOT+axenfeld%5Btw%5D
PatRef	3379	Distal trisomy 17q	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=(Trisomy+17q%5Bti%5D+OR+duplication+17q*%5Bti%5D+OR+((%22chromosome+17%22+OR+Pair+17%5Btw%5D)+%2217q%22+trisomy))+NOT+(mosaicism+OR+monosomy+17q*%5Bti%5D)
PatRef	882	Tyrosinemia type 1	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28tyrosinemia%5Bti%5D+OR+tyrosinaemia%5Bti%5D+OR+tyrosinemias%5Bmh%5D%29+%28type+1%5Btw%5D+OR+type+i%5Btw%5D+OR+Fumarylacetoacetase%5Btw%5D%29
PatRef	903	Von Willebrand disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=von+willebrand+disease%5Bmajr%5D+OR+%28%28willebrand+disease%5Btw%5D+OR+willebrand%27s+disease%5Btw%5D%29+NOT+medline%5Bsb%5D%29
PatRef	995	X-linked fetal akinesia syndrome	PubMed	neant
PatRef	1441	Ring chromosome 17	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Chromosome+17%5Bmh%5D+ring+chromosomes%5Bmh%5D)+OR+ring+chromosome+17%5Btw%5D+OR+ring+17+chromosome%5Btw%5D
PatRef	361	Familial glucocorticoid deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Glucocorticoid+deficiency%5Btw%5D+familial+OR+acth+resistance%5Btw%5D+OR+%28Adrenal+Insufficiency%5Bmh%3Anoexp%5D+Glucocorticoids/df%29
PatRef	1787	Acrofacial dysostosis, palagonia type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28dysostoses%5Bmh%5D+OR+dysostos*%5Btw%5D%29+AND+palagonia*%5Btw%5D
PatRef	2088	Bickel-Fanconi glycogenosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28glut2+OR+glut+2%5Btw%5D%29+deficiency
PatRef	3240	Deafness-tubular acidosis-anemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=deafness+tubular+acidosis+microcytic+anemia
PatRef	3283	His bundle tachycardia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=His+bundle+tachycardia%5Btw%5D+OR+%28%28Bundle+of+His/ab+OR+His+bundle%5Btw%5D%29+Tachycardia%2C+Ectopic+Junctional%29
PatRef	3286	Catecholinergic polymorphic ventricular tachycardia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=catecholaminergic+polymorphic+ventricular+tachycardia%5Btw%5D
PatRef	599	Distal myopathy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=muscular+diseases%5Bmajr%5D+AND+distal%5Bti%5D+AND+myopathy%5Bti%5D
PatRef	416	Hyperoxaluria	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Hyperoxaluria%5Bti%5D+OR+Hyperoxaluria%5Bmh%5D
PatRef	1902	Ehrlichiosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Ehrlichiosis%5Bti%5D+OR+Ehrlichiosis%5Bmh%5D
PatRef	2591	Infantile myofibromatosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Infantile+%28myofibroma%5Bti%5D+OR+myofibromatosis%5Bti%5D+OR+myofibroma%5Btw%5D+OR+myofibromatosis%5Btw%5D%29
PatRef	655	Autosomal recessive medullary cystic kidney disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=kidney%2C+cystic%5Bmh%5D+%28nephronophthisis+OR+medullary+cystic+kidney%5Btw%5D%29+NOT+dominant
PatRef	656	Familial idiopathic steroid-resistant nephrotic syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Nephrotic+syndrome%2Fge+steroid+resistant+NOT+(sporadic%5Bti%5D+OR+steroid-depend*%5Bti%5D)
PatRef	220	Denys-Drash syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=denys-drash+syndrome%5Bti%5D+OR+Drash+syndrome%5Bti%5D+OR+denys-drash+syndrome%5Bmh%5D
PatRef	137	CDG syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=congenital%5Bti%5D+glycosylation%5Bti%5D+OR+carbohydrate+deficient+glycoprotein+syndrome
PatRef	5	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=3-hydroxyacyl+coa+dehydrogenases/df%5BMAJR%3Anoexp%5D
PatRef	407	Isolated nonketotic hyperglycinemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=nonketotic+hyperglycinemia+OR+glycine+encephalopathy%5Btw%5D
PatRef	35	Propionic acidemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Propionic+acidemia%5Btw%5D+OR+Propionic+aciduria%5Btw%5D
PatRef	663	Progressive external ophthalmoplegia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=chronic+progressive+external+ophthalm*%5Bti%5D+OR+ophthalmoplegia%2C+chronic+progressive+external%5Bmh%3Anoexp%5D+NOT+Kearns+Say*%5Ball%5D
PatRef	2968	Leukocyte adhesion deficiency	PubMed	neant
PatRef	618	Familial melanoma	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=malignant+melanoma%5Bti%5D+(familial+OR+congenital+OR+genetics+OR+hereditary+OR+inherited%5Btw%5D)+OR+(skin+neoplasms%2Fge+melanoma%2Fge)
PatRef	309	Familial partial epilepsy	PubMed	neant
PatRef	359	Hereditary glaucoma	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=glaucoma/cn%5Bmajr%5D+OR+%28glaucoma%5Bmajr%5D+AND+pigmentation+disorders%5Bmajr%5D%29
PatRef	25	Glutaryl-CoA dehydrogenase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=metabolism,+inborn+errors%5Bmajr%5D+AND+%28%22glutaric+aciduria%22%5Btw%5D+OR+glutaricaciduria%5Btw%5D%29
PatRef	85	Congenital dyserythropoietic anemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=congenital%5Bti%5D+dyserythropoietic%5Bti%5D+%28anaemia%5Bti%5D+OR+anemia%5Bti%5D%29+OR+anemia%2C+dyserythropoietic%2C+congenital%5Bmh%5D
PatRef	177	Chondrodysplasia punctata, rhizomelic type	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%22rhizomelic+chondrodysplasia+punctata%22%5BText+Word%5D+OR+%22chondrodysplasia+punctata%2C+rhizomelic%22%5BMeSH+Terms%5D
PatRef	175	Cartilage-hair hypoplasia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Cartilage+hair+hypoplasia+OR+%28%28osteochondrodysplasias+OR+chondrodysplasia%5Btw%5D%29+metaphyseal%29
PatRef	209	Cutis laxa	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=cutis+laxa%5Bti%5D+OR+cutis+laxa%5Bmajr%5D
PatRef	42	Medium chain acyl-CoA dehydrogenase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=(Acyl+CoA+Dehydrogenase%2Fdf+OR+MCAD+deficiency%5BTw%5D+OR+(medium+CHAIN%5BTW%5D+ACYL+CoA+Dehydrogenase+deficiency%5BTw%5D))+humans
PatRef	299	Enolase deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=phosphopyruvate+hydratase/df%5Bmh%5D
PatRef	2364	Lactate dehydrogenase deficiency	PubMed	neant
PatRef	711	Glycogen storage disease type 14	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=phosphoglucomutase/df%5Bmh%5D
PatRef	818	Smith-Lemli-Opitz syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Smith+Lemli+Opitz%5Btw%5D+OR+smith+lemli+opitz+syndrome%5Bmh%5D
PatRef	2066	Gamma aminobutyric acid transaminase deficiency	PubMed	neant
PatRef	519	Acute myeloid leukemia	PubMed	neant
PatRef	82	Hereditary thrombophilia due to congenital antithrombin deficiency	PubMed	neant
PatRef	913	Zollinger-Ellison syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Zollinger+Ellison%5Bti%5D+OR+zollinger+ellison+syndrome%5Bmh%5D
PatRef	3318	Essential thrombocythemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=essential+thrombocythemia%5Bti%5D+OR+primary+thrombocytosis%5Bti%5D+OR+thrombocythemia%2C+hemorrhagic%5Bmh%5D
PatRef	405	Familial hypocalciuric hypercalcemia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=hypercalcemia%5Bmajr%5D+AND+%28%22familial+hypocalciuric+hypercalcemia%22+OR+%22familial+benign+hypercalcemia%22%29
PatRef	2596	Myopathy and diabetes mellitus	PubMed	neant
PatRef	347	Frasier syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28kidney+diseases%5Bmajr%5D+OR+urogenital+abnormalities%5Bmajr%5D%29+AND+frasier%5Btw%5D
PatRef	18	Distal renal tubular acidosis	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=acidosis,+renal+tubular%5Bmh%5D+distal%5Btw%5D+OR+distal%5Bti%5D+renal+tubular+acidosis%5Btw%5D
PatRef	2197	Idiopathic hypercalciuria	PubMed	neant
PatRef	809	Mixed connective tissue disease	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28%28%22mixed+connective+tissue+disease%22%5BTw%5D+OR+Sharp+syndrome%5BTw%5D%29+NOT+Medline%5BSB%5D%29+OR+%22mixed+connective+tissue+disease%22%5BMH%5D
PatRef	1866	Focal dystonia	PubMed	neant
PatRef	2073	Narcolepsy-cataplexy	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=narcolepsy%5Bmajr%5D+OR+Narcolepsy%5Bti%5D
PatRef	1576	Infantile bilateral striatal necrosis	PubMed	neant
PatRef	441	Pure autonomic failure	PubMed	neant
PatRef	256	Early onset torsion dystonia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Idiopathic+torsion+dystonia%5Bti%5D+OR+dystonia+musculorum+deformans%5Bmh%5D
PatRef	1320	Camptocormia	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=Camptocorm*+OR+bent+spine+syndrome%5Btw%5D
PatRef	751	Pseudoarylsulfatase A deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=leukodystrophy%2C+metachromatic%5Bmh%5D+AND+pseudodeficiency%5Btw%5D
PatRef	1018	X-linked diffuse leiomyomatosis - Alport syndrome	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=leiomyomatosis+%28Alport%5Bti%5D+OR+hereditary+nephritis%5Bmh%5D%29
PatRef	306	Benign familial infantile seizures	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=%28epilepsy%5Bmajr%3Anoexp%5D+OR+convulsions%5Bmajr%3Anoexp%5D%29+AND+child%5Bmh%5D+AND+benign%5Bti%5D
PatRef	328	Congenital factor X deficiency	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=Search&Term=factor+x+deficiency%5Bmajr%5D
