Name of the table	ORPHA number	Disease label	Type of label (Pat= main name; syn= synonym)
PatAls	95499	Inferior caval vein (IVC), anomaly of, congenital	Pat
PatAls	95500	Coronary sinus, anomaly of, congenital	Pat
PatAls	95501	Diabetes insipidus, central, congenital	Pat
PatAls	95502	Acquired pituitary hormone deficiency	Pat
PatAls	95503	Pituitary hormone deficiency from tumoral origin	Pat
PatAls	95505	Pituitary hormone deficiency from meningeal origin	Pat
PatAls	95506	Pituitary hormone deficiency from autoimmune origin	Pat
PatAls	95507	Hepatic vein, congenital anomaly of	Pat
PatAls	95508	Lymphocytic hypophysitis	Pat
PatAls	95509	Granulomatous hypophysitis	Pat
PatAls	95510	Auricle anomaly	Pat
PatAls	95511	Xanthomatous hypophysitis	Pat
PatAls	95512	Lymphocytic adenohypophysitis	Pat
PatAls	95513	Necrotising hypophysitis	Pat
PatAls	95513	Necrotising infundibulo-hypophysitis	Syn
PatAls	95514	Xanthogranulomatous hypophysitis	Pat
PatAls	95611	Pituitary hormone defiency from vascular origin	Pat
PatAls	95617	Pituitary hormone deficiency secondary to a granulomatous disease	Pat
PatAls	95618	Pituitary hormone deficiency secondary to storage disease	Pat
PatAls	95619	Iatrogenic or traumatic pituitary deficiency	Pat
PatAls	95626	Central diabetes insipidus, acquired, idiopathic	Pat
PatAls	95698	Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency, nonclassic form	Pat
PatAls	95699	Adrenal hyperplasia, congenital, due to cytochrome P450 oxydoreductase (POR) deficiency	Pat
PatAls	95700	Adrenal hypoplasia, familial	Pat
PatAls	95701	Adrenal hypoplasia, congenital, of maternal cause	Pat
PatAls	95702	Adrenal hypoplasia, congenital, X-linked	Syn
PatAls	95702	Adrenal hypoplasia, congenital, cytomegalic	Pat
PatAls	95706	Hypospadias, severe forms	Pat
PatAls	95706	Hypospadias, scrotal or penoscrotal	Syn
PatAls	95708	Precocious puberty	Pat
PatAls	95709	Acquired premature ovarian failure	Pat
PatAls	95710	Non-acquired premature ovarian failure	Pat
PatAls	95711	Congenital hypothyroidism due to developmental anomaly	Pat
PatAls	95712	Thyroid ectopia	Pat
PatAls	95713	Athyreosis	Pat
PatAls	95714	Congenital hypothyroidism without developmental anomaly	Pat
PatAls	95715	Hypothyroidism, congenital, due to transplacental passage of maternal TSH-binding inhibitory antibodies	Pat
PatAls	95716	Thyroid dyshormonogenesis	Syn
PatAls	95716	Thyroid dyshormonogenesis, familial	Pat
PatAls	95717	Hypothyroidism, congenital idiopathic	Pat
PatAls	95718	Congenital thyroid malformation without hypothyroidism	Pat
PatAls	95719	Thyroid, hemiagenesis	Pat
PatAls	95720	Thyroid hypoplasia	Pat
PatAls	95854	Levocardia	Pat
PatAls	95854	Levocardia-situs inversus	Syn
PatAls	96055	Tetrasomy 21	Pat
PatAls	96055	Isochromosome 21	Syn
PatAls	96056	Trisomy 1	Pat
PatAls	96057	Trisomy 3	Pat
PatAls	96058	Trisomy 4	Pat
PatAls	96059	Mosaic trisomy 4	Pat
PatAls	96060	Mosaic trisomy 5	Pat
PatAls	96061	Mosaic trisomy 8	Pat
PatAls	96061	Warkany syndrome	Syn
PatAls	96062	Trisomy 10	Pat
PatAls	96063	Mosaic trisomy 10	Pat
PatAls	96064	Mosaic trisomy 13	Pat
PatAls	96065	Trisomy 16	Pat
PatAls	96066	Mosaic trisomy 19	Pat
PatAls	96067	Trisomy 20	Pat
PatAls	96068	Mosaic trisomy 22	Pat
PatAls	96069	Trisomy 1pter	Syn
PatAls	96069	Distal trisomy 1p36	Pat
PatAls	96069	Distal duplication 1p36	Syn
PatAls	96069	Telomeric duplication 1p36	Syn
PatAls	96070	Trisomy 2pter	Syn
PatAls	96070	Distal trisomy 2p	Pat
PatAls	96070	Distal duplication 2p	Syn
PatAls	96070	Telomeric duplication 2p	Syn
PatAls	96071	Trisomy 3pter	Syn
PatAls	96071	Distal trisomy 3p	Pat
PatAls	96071	Distal duplication 3p	Syn
PatAls	96071	Telomeric duplication 3p	Syn
PatAls	96072	Trisomy 4pter	Syn
PatAls	96072	Distal trisomy 4p	Pat
PatAls	96072	Distal duplication 4p	Syn
PatAls	96072	Telomeric duplication 4p	Syn
PatAls	96073	Trisomy 5pter	Syn
PatAls	96073	Distal trisomy 5p	Pat
PatAls	96073	Distal duplication 5p	Syn
PatAls	96073	Telomeric duplication 5p	Syn
PatAls	96074	Trisomy 7pter	Syn
PatAls	96074	Distal trisomy 7p	Pat
PatAls	96074	Distal duplication 7p	Syn
PatAls	96074	Telomeric duplication 7p	Syn
PatAls	96075	Trisomy 8pter	Syn
PatAls	96075	Distal trisomy 8p	Pat
PatAls	96075	Distal duplication 8p	Syn
PatAls	96075	Telomeric duplication 8p	Syn
PatAls	96076	Distal trisomy 11p15	Pat
PatAls	96076	Distal duplication 11p15	Syn
PatAls	96076	Telomeric duplication 11p15	Syn
PatAls	96077	Trisomy 12pter	Syn
PatAls	96077	Distal trisomy 12p	Pat
PatAls	96077	Distal duplication 12p	Syn
PatAls	96077	Telomeric duplication 12p	Syn
PatAls	96078	Trisomy 16pter	Syn
PatAls	96078	Distal trisomy 16p	Pat
PatAls	96078	Distal duplication 16p	Syn
PatAls	96078	Telomeric duplication 16p	Syn
PatAls	96079	Trisomy 17pter	Syn
PatAls	96079	Distal trisomy 17p	Pat
PatAls	96079	Distal duplication 17p	Syn
PatAls	96079	Telomeric duplication 17p	Syn
PatAls	96080	Trisomy 18pter	Syn
PatAls	96080	Distal trisomy 18p	Pat
PatAls	96080	Distal duplication 18p	Syn
PatAls	96080	Telomeric duplication 18p	Syn
PatAls	96081	Trisomy 19pter	Syn
PatAls	96081	Distal trisomy 19p	Pat
PatAls	96081	Distal duplication 19p	Syn
PatAls	96081	Telomeric duplication 19p	Syn
PatAls	96082	Trisomy 20pter	Syn
PatAls	96082	Distal trisomy 20p	Pat
PatAls	96082	Distal duplication 20p	Syn
PatAls	96082	Telomeric duplication 20p	Syn
PatAls	96083	Non-distal trisomy 1p	Pat
PatAls	96083	Non-telomeric trisomy 1p	Syn
PatAls	96083	Non-distal duplication 1p	Syn
PatAls	96084	Non-distal trisomy 2p	Pat
PatAls	96084	Non-telomeric trisomy 2p	Syn
PatAls	96084	Non-distal duplication 2p	Syn
PatAls	96085	Non-distal trisomy 4p	Pat
PatAls	96085	Non-telomeric trisomy 4p	Syn
PatAls	96085	Non-distal duplication 4p	Syn
PatAls	96086	Non-distal trisomy 5p	Pat
PatAls	96086	Non-telomeric trisomy 5p	Syn
PatAls	96086	Non-distal duplication 5p	Syn
PatAls	96087	Non-distal trisomy 6p	Pat
PatAls	96087	Non-telomeric trisomy 6p	Syn
PatAls	96087	Non-distal duplication 6p	Syn
PatAls	96088	Non-distal trisomy 9p	Pat
PatAls	96088	Non-telomeric trisomy 9p	Syn
PatAls	96088	Non-distal duplication 9p	Syn
PatAls	96089	Non-distal trisomy 11p	Pat
PatAls	96089	Non-telomeric trisomy 11p	Syn
PatAls	96089	Non-distal duplication 11p	Syn
PatAls	96090	Non-distal trisomy 18p	Pat
PatAls	96090	Non-telomeric trisomy 18p	Syn
PatAls	96090	Non-distal duplication 18p	Syn
PatAls	96091	Non-distal trisomy 19p	Pat
PatAls	96091	Non-telomeric trisomy 19p	Syn
PatAls	96091	Non-distal duplication 19p	Syn
PatAls	96092	8p inverted duplication/deletion	Pat
PatAls	96093	Trisomy 1qter	Syn
PatAls	96093	Distal trisomy 1q	Pat
PatAls	96093	Distal duplication 1q	Syn
PatAls	96093	Telomeric duplication 1q	Syn
PatAls	96094	Trisomy 2qter	Syn
PatAls	96094	Distal trisomy 2q	Pat
PatAls	96094	Distal duplication 2q	Syn
PatAls	96094	Telomeric duplication 2q	Syn
PatAls	96095	Trisomy 3qter	Syn
PatAls	96095	Distal trisomy 3q	Pat
PatAls	96095	Distal duplication 3q	Syn
PatAls	96095	Telomeric duplication 3q	Syn
PatAls	96096	Trisomy 4qter	Syn
PatAls	96096	Distal trisomy 4q	Pat
PatAls	96096	Distal duplication 4q	Syn
PatAls	96096	Telomeric duplication 4q	Syn
PatAls	96097	Trisomy 5qter	Syn
PatAls	96097	Distal trisomy 5q	Pat
PatAls	96097	Distal duplication 5q	Syn
PatAls	96097	Telomeric duplication 5q	Syn
PatAls	96098	Trisomy 6qter	Syn
PatAls	96098	Distal trisomy 6q	Pat
PatAls	96098	Distal duplication 6q	Syn
PatAls	96098	Telomeric duplication 6q	Syn
PatAls	96099	Trisomy 7qter	Syn
PatAls	96099	Distal trisomy 7q	Pat
PatAls	96099	Distal duplication 7q	Syn
PatAls	96099	Telomeric duplication 7q	Syn
PatAls	96100	Trisomy 8qter	Syn
PatAls	96100	Distal trisomy 8q	Pat
PatAls	96100	Distal duplication 8q	Syn
PatAls	96100	Telomeric duplication 8q	Syn
PatAls	96101	Trisomy 9qter	Syn
PatAls	96101	Distal trisomy 9q	Pat
PatAls	96101	Distal duplication 9q	Syn
PatAls	96101	Telomeric duplication 9q	Syn
PatAls	96102	Trisomy 10qter	Syn
PatAls	96102	Distal trisomy 10q	Pat
PatAls	96102	Distal duplication 10q	Syn
PatAls	96102	Telomeric duplication 10q	Syn
PatAls	96103	Trisomy 11qter	Syn
PatAls	96103	Distal trisomy 11q	Pat
PatAls	96103	Distal duplication 11q	Syn
PatAls	96103	Telomeric duplication 11q	Syn
PatAls	96104	Trisomy 12qter	Syn
PatAls	96104	Distal trisomy 12q	Pat
PatAls	96104	Distal duplication 12q	Syn
PatAls	96104	Telomeric duplication 12q	Syn
PatAls	96105	Trisomy 13qter	Syn
PatAls	96105	Distal trisomy 13q	Pat
PatAls	96105	Distal duplication 13q	Syn
PatAls	96105	Telomeric duplication 13q	Syn
PatAls	96106	Trisomy 16qter	Syn
PatAls	96106	Distal trisomy 16q	Pat
PatAls	96106	Distal duplication 16q	Syn
PatAls	96106	Telomeric duplication 16q	Syn
PatAls	96107	Trisomy 20qter	Syn
PatAls	96107	Distal trisomy 20q	Pat
PatAls	96107	Distal duplication 20q	Syn
PatAls	96107	Telomeric duplication 20q	Syn
PatAls	96108	Trisomy 21qter	Syn
PatAls	96108	Distal trisomy 21q	Pat
PatAls	96108	Distal duplication 21q	Syn
PatAls	96108	Telomeric duplication 21q	Syn
PatAls	96109	Trisomy 22qter	Syn
PatAls	96109	Distal trisomy 22q	Pat
PatAls	96109	Distal duplication 22q	Syn
PatAls	96109	Telomeric duplication 22q	Syn
PatAls	96110	Non-distal trisomy 1q	Pat
PatAls	96110	Non-telomeric trisomy 1q	Syn
PatAls	96110	Non-distal duplication 1q	Syn
PatAls	96111	Non-distal trisomy 4q	Pat
PatAls	96111	Non-telomeric trisomy 4q	Syn
PatAls	96111	Non-distal duplication 4q	Syn
PatAls	96112	Non-distal trisomy 9q	Pat
PatAls	96112	Non-telomeric trisomy 9q	Syn
PatAls	96112	Non-distal duplication 9q	Syn
PatAls	96113	Non-distal trisomy 11q	Pat
PatAls	96113	Non-telomeric trisomy 11q	Syn
PatAls	96113	Non-distal duplication 11q	Syn
PatAls	96114	ASPWSCR duplication	Syn
PatAls	96114	Non-distal trisomy 15q	Pat
PatAls	96114	Non-telomeric trisomy 15q	Syn
PatAls	96114	Non-distal duplication 15q	Syn
PatAls	96115	Non-distal trisomy 17q	Pat
PatAls	96115	Non-telomeric trisomy 17q	Syn
PatAls	96115	Non-distal duplication 17q	Syn
PatAls	96116	Non-distal trisomy 18q	Pat
PatAls	96116	Non-telomeric trisomy 18q	Syn
PatAls	96116	Non-distal duplication 18q	Syn
PatAls	96117	Non-distal trisomy 19q	Pat
PatAls	96117	Non-telomeric trisomy 19q	Syn
PatAls	96117	Non-distal duplication 19q	Syn
PatAls	96118	Non-distal trisomy 20q	Pat
PatAls	96118	Non-telomeric trisomy 20q	Syn
PatAls	96118	Non-distal duplication 20q	Syn
PatAls	96119	Non-distal trisomy 21q	Pat
PatAls	96119	Non-telomeric trisomy 21q	Syn
PatAls	96119	Non-distal duplication 21q	Syn
PatAls	96120	Non-distal trisomy 22q	Pat
PatAls	96120	Non-telomeric trisomy 22q	Syn
PatAls	96120	Non-distal duplication 22q	Syn
PatAls	96121	Trisomy 7q11	Pat
PatAls	96121	Duplication 7q11	Syn
PatAls	96122	Distal tetrasomy 15q	Pat
PatAls	96123	Monosomy 22	Pat
PatAls	96124	Distal monosomy 2p	Pat
PatAls	96124	Distal deletion 2p	Syn
PatAls	96124	Telomeric deletion 2p	Syn
PatAls	96125	Distal monosomy 6p	Pat
PatAls	96125	Distal deletion 6p	Syn
PatAls	96125	Telomeric deletion 6p	Syn
PatAls	96126	Monosomy 7pter	Syn
PatAls	96126	Distal monosomy 7p	Pat
PatAls	96126	Distal deletion 7p	Syn
PatAls	96126	Telomeric deletion 7p	Syn
PatAls	96127	Monosomy 11pter	Syn
PatAls	96127	Distal monosomy 11p	Pat
PatAls	96127	Distal deletion 11p	Syn
PatAls	96127	Telomeric deletion 11p	Syn
PatAls	96128	Monosomy 16pter	Syn
PatAls	96128	Distal monosomy 16p	Pat
PatAls	96128	Distal deletion 16p	Syn
PatAls	96128	Telomeric deletion 16p	Syn
PatAls	96129	Distal deletion 19p	Syn
PatAls	96129	Telomeric deletion 19p	Syn
PatAls	96129	Distal monosomy 19p13.3	Pat
PatAls	96130	Monosomy 20pter	Syn
PatAls	96130	Distal monosomy 20p	Pat
PatAls	96130	Distal deletion 20p	Syn
PatAls	96130	Telomeric deletion 20p	Syn
PatAls	96131	Monosomy 22pter	Syn
PatAls	96131	Distal monosomy 22p	Pat
PatAls	96131	Distal deletion 22p	Syn
PatAls	96131	Telomeric deletion 22p	Syn
PatAls	96132	Non-distal monosomy 2p	Pat
PatAls	96132	Non-distal deletion 2p	Syn
PatAls	96132	Non-telomeric monosomy 2p	Syn
PatAls	96133	Non-distal monosomy 4p	Pat
PatAls	96133	Non-distal deletion 4p	Syn
PatAls	96133	Non-telomeric monosomy 4p	Syn
PatAls	96134	Non-distal monosomy 5p	Pat
PatAls	96134	Non-distal deletion 5p	Syn
PatAls	96134	Non-telomeric monosomy 5p	Syn
PatAls	96135	Non-distal monosomy 6p	Pat
PatAls	96135	Non-distal deletion 6p	Syn
PatAls	96136	Non-distal monosomy 7p	Pat
PatAls	96136	Non-distal deletion 7p	Syn
PatAls	96136	Non-telomeric monosomy 7p	Syn
PatAls	96137	Non-distal monosomy 8p	Pat
PatAls	96137	Non-distal deletion 8p	Syn
PatAls	96137	Non-telomeric monosomy 8p	Syn
PatAls	96138	Non-distal monosomy 9p	Pat
PatAls	96138	Non-distal deletion 9p	Syn
PatAls	96138	Non-telomeric monosomy 9p	Syn
PatAls	96139	Non-distal monosomy 11p	Pat
PatAls	96139	Non-distal deletion 11p	Syn
PatAls	96139	Non-telomeric monosomy 11p	Syn
PatAls	96140	Non-distal monosomy 16p	Pat
PatAls	96140	Non-distal deletion 16p	Syn
PatAls	96140	Non-telomeric monosomy 16p	Syn
PatAls	96141	Non-distal monosomy 17p	Pat
PatAls	96141	Non-distal deletion 17p	Syn
PatAls	96141	Non-telomeric monosomy 17p	Syn
PatAls	96142	Non-distal monosomy 18p	Pat
PatAls	96142	Non-distal deletion 18p	Syn
PatAls	96142	Non-telomeric monosomy 18p	Syn
PatAls	96143	Non-distal monosomy 20p	Pat
PatAls	96143	Non-distal deletion 20p	Syn
PatAls	96143	Non-telomeric monosomy 20p	Syn
PatAls	96144	Monosomy 2qter	Syn
PatAls	96144	Distal monosomy 2q	Pat
PatAls	96144	Distal deletion 2q	Syn
PatAls	96144	Telomeric deletion 2q	Syn
PatAls	96145	Monosomy 4qter	Syn
PatAls	96145	Distal monosomy 4q	Pat
PatAls	96145	Distal deletion 4q	Syn
PatAls	96145	Telomeric deletion 4q	Syn
PatAls	96146	Monosomy 8qter	Syn
PatAls	96146	Distal monosomy 8q	Pat
PatAls	96146	Distal deletion 8q	Syn
PatAls	96146	Telomeric deletion 8q	Syn
PatAls	96147	Distal monosomy 9q34	Pat
PatAls	96147	Distal deletion 9qter	Syn
PatAls	96147	Telomeric deletion 9qter	Syn
PatAls	96147	9q subtelomere deletion syndrome	Syn
PatAls	96148	Monosomy 10qter	Syn
PatAls	96148	Distal monosomy 10q	Pat
PatAls	96148	Distal deletion 10q	Syn
PatAls	96148	Telomeric deletion 10q	Syn
PatAls	96149	Monosomy 12qter	Syn
PatAls	96149	Distal monosomy 12q	Pat
PatAls	96149	Distal deletion 12q	Syn
PatAls	96149	Telomeric deletion 12q	Syn
PatAls	96150	Monosomy 14qter	Syn
PatAls	96150	Distal monosomy 14q	Pat
PatAls	96150	Distal deletion 14q	Syn
PatAls	96150	Telomeric deletion 14q	Syn
PatAls	96151	Monosomy 16qter	Syn
PatAls	96151	Distal monosomy 16q	Pat
PatAls	96151	Distal deletion 16q	Syn
PatAls	96151	Telomeric deletion 16q	Syn
PatAls	96152	Monosomy 20qter	Syn
PatAls	96152	Distal monosomy 20q	Pat
PatAls	96152	Distal deletion 20q	Syn
PatAls	96152	Telomeric deletion 20q	Syn
PatAls	96153	Monosomy 22qter	Syn
PatAls	96153	Distal monosomy 22q	Pat
PatAls	96153	Distal deletion 22q	Syn
PatAls	96153	Telomeric deletion 22q	Syn
PatAls	96154	Non-distal monosomy 3q	Pat
PatAls	96154	Non-distal deletion 3q	Syn
PatAls	96154	Non-telomeric monosomy 3q	Syn
PatAls	96155	Non-distal monosomy 4q	Pat
PatAls	96155	Non-distal deletion 4q	Syn
PatAls	96155	Non-telomeric monosomy 4q	Syn
PatAls	96156	Non-distal monosomy 5q	Pat
PatAls	96156	Non-distal deletion 5q	Syn
PatAls	96156	Non-telomeric monosomy 5q	Syn
PatAls	96157	Non-distal monosomy 7q	Pat
PatAls	96157	Non-distal deletion 7q	Syn
PatAls	96157	Non-telomeric monosomy 7q	Syn
PatAls	96158	Non-distal monosomy 9q	Pat
PatAls	96158	Non-distal deletion 9q	Syn
PatAls	96158	Non-telomeric monosomy 9q	Syn
PatAls	96159	Non-distal monosomy 11q	Pat
PatAls	96159	Non-distal deletion 11q	Syn
PatAls	96159	Non-telomeric monosomy 11q	Syn
PatAls	96160	Non-distal monosomy 12q	Pat
PatAls	96160	Non-distal deletion 12q	Syn
PatAls	96160	Non-telomeric monosomy 12q	Syn
PatAls	96161	Non-distal monosomy 16q	Pat
PatAls	96161	Non-distal deletion 16q	Syn
PatAls	96161	Non-telomeric monosomy 16q	Syn
PatAls	96162	Non-distal monosomy 17q	Pat
PatAls	96162	Non-distal deletion 17q	Syn
PatAls	96162	Non-telomeric monosomy 17q	Syn
PatAls	96163	Non-distal monosomy 19q	Pat
PatAls	96163	Non-distal deletion 19q	Syn
PatAls	96163	Non-telomeric monosomy 19q	Syn
PatAls	96164	Non-distal monosomy 20q	Pat
PatAls	96164	Non-distal deletion 20q	Syn
PatAls	96164	Non-telomeric monosomy 20q	Syn
PatAls	96165	Non-distal monosomy 21q	Pat
PatAls	96165	Non-distal deletion 21q	Syn
PatAls	96165	Non-telomeric monosomy 21q	Syn
PatAls	96166	Non-distal monosomy 22q	Pat
PatAls	96166	Non-distal deletion 22q	Syn
PatAls	96166	Non-telomeric monosomy 22q	Syn
PatAls	96167	San Luis Valley syndrome	Pat
PatAls	96167	Duplication 8q/deletion 8p	Syn
PatAls	96168	Monosomy 13q34	Pat
PatAls	96168	Distal deletion 13q34	Syn
PatAls	96168	Subtelomeric deletion 13q34	Syn
PatAls	96169	Monosomy 17q21.31	Pat
PatAls	96169	Microdeletion 17q21.31 syndrome	Syn
PatAls	96170	Emanuel syndrome	Pat
PatAls	96170	der(22)t(11;22) syndrome	Syn
PatAls	96170	Supernumerary der(22) syndrome	Syn
PatAls	96171	Ring chromosome 2	Pat
PatAls	96172	Ring chromosome 3	Pat
PatAls	96173	Ring chromosome 9	Pat
PatAls	96174	Ring chromosome 9, mosaic	Pat
PatAls	96175	Ring chromosome 11	Pat
PatAls	96176	Ring chromosome 13	Pat
PatAls	96177	Ring chromosome 15	Pat
PatAls	96178	Ring chromosome 16	Pat
PatAls	96179	UPDM 2	Syn
PatAls	96179	Uniparental disomy of maternal origin, chromosome 2	Pat
PatAls	96180	UPDM 4	Syn
PatAls	96180	Uniparental disomy of maternal origin, chromosome 4	Pat
PatAls	96181	UPDM 6	Syn
PatAls	96181	Uniparental disomy of maternal origin, chromosome 6	Pat
PatAls	96182	UPDM 7	Syn
PatAls	96182	Uniparental disomy of maternal origin, chromosome 7	Pat
PatAls	96183	Uniparental disomy of maternal origin, chromosome 9	Pat
PatAls	96184	UPDM 14	Syn
PatAls	96184	Uniparental disomy of maternal origin, chromosome 14	Pat
PatAls	96185	UPDM 16	Syn
PatAls	96185	Uniparental disomy of maternal origin, chromosome 16	Pat
PatAls	96186	UPDM 20	Syn
PatAls	96186	Uniparental disomy of maternal origin, chromosome 20	Pat
PatAls	96187	UPDM 21	Syn
PatAls	96187	Uniparental disomy of maternal origin, chromosome 21	Pat
PatAls	96188	Uniparental disomy of maternal origin, chromosome 22	Pat
PatAls	96189	UPDP 4	Syn
PatAls	96189	Uniparental disomy of paternal origin, chromosome 4	Pat
PatAls	96190	UPDP 5	Syn
PatAls	96190	Uniparental disomy of paternal origin, chromosome 5	Pat
PatAls	96191	UPDP 6	Syn
PatAls	96191	Uniparental disomy of paternal origin, chromosome 6	Pat
PatAls	96192	UPDP 7	Syn
PatAls	96192	Uniparental disomy of paternal origin, chromosome 7	Pat
PatAls	96193	UPDP 11	Syn
PatAls	96193	Uniparental disomy of paternal origin, chromosome 11	Pat
PatAls	96194	UPDP 20	Syn
PatAls	96194	Uniparental disomy of paternal origin, chromosome 20	Pat
PatAls	96195	UPDP 21	Syn
PatAls	96195	Uniparental disomy of paternal origin, chromosome 21	Pat
PatAls	96197	45X/46XY mosaicism	Pat
PatAls	96198	Distal trisomy Xp	Pat
PatAls	96198	Distal duplication Xp	Syn
PatAls	96198	Telomeric duplication Xp	Syn
PatAls	96199	Non-distal trisomy Xp	Pat
PatAls	96199	Non-distal duplication Xp	Syn
PatAls	96200	Non-distal trisomy Xq	Pat
PatAls	96200	Non-distal duplication Xq	Syn
PatAls	96201	X small rings	Pat
PatAls	96210	Rare genetic deafness	Pat
PatAls	96253	Cushing disease	Pat
PatAls	96253	Corticotroph pituitary adenoma	Syn
PatAls	96254	Prolactinoma, familial	Pat
PatAls	96256	Somatotroph adenoma	Pat
PatAls	96258	Pineal germinoma	Pat
PatAls	96259	Suprasellar germinoma	Pat
PatAls	96263	48,XXXY syndrome	Pat
PatAls	96264	49,XXXXY syndrome	Pat
PatAls	96265	LH resistance due to complete LH receptor inactivation	Pat
PatAls	96266	LH resistance due to partial LH receptor inactivation	Pat
PatAls	96268	Hypospadias, severe, sporadic	Pat
PatAls	96269	Absence of vagina	Syn
PatAls	96269	Congenital absence of vagina	Syn
PatAls	96269	Isolated partial vaginal agenesis	Pat
PatAls	96321	Polyploidy	Pat
PatAls	96325	Isochromosome Y	Pat
PatAls	96327	Non-distal monosomy Xp	Pat
PatAls	96327	Non-distal deletion Xp	Syn
PatAls	96333	Rare otorhinolaryngological malformation	Pat
PatAls	96334	UPDP 14	Syn
PatAls	96334	Uniparental disomy of paternal origin, chromosome 14	Pat
PatAls	96335	Mosaic monosomy 22	Pat
PatAls	96344	Rare gynecologic or obstetric disease	Pat
PatAls	96346	Anorectal malformation	Pat
PatAls	96369	Schizophrenia, organic, early-onset	Pat
PatAls	96372	Non-distal monosomy Xq	Pat
